timestamp,metric,unit,region,value
2025-12-03T14:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_TAS1,0.0
2025-12-02T15:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,4469.6517
2025-12-02T16:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,1994.5701
2025-12-02T17:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,584.746
2025-12-02T18:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,-3.83
2025-12-02T19:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,0.0
2025-12-02T20:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,0.0
2025-12-02T21:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,0.0
2025-12-02T22:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,0.0
2025-12-02T23:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,0.0
2025-12-03T00:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,0.0
2025-12-03T01:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,0.0
2025-12-03T02:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,0.0
2025-12-03T03:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,0.0
2025-12-03T04:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,0.0
2025-12-03T05:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,0.643
2025-12-03T06:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,698.9425
2025-12-03T07:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,2494.2581
2025-12-03T08:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,4779.5238
2025-12-03T09:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,4787.6324
2025-12-03T10:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,4824.6323
2025-12-03T11:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,4903.9622
2025-12-03T12:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,4901.3503
2025-12-03T13:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,5456.2234
2025-12-03T14:00:00+10:00,curtailment_solar_utility,MW,curtailment_solar_utility_VIC1,5488.9278
2025-12-02T15:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,2.069
2025-12-02T16:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,1.5052
2025-12-02T17:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,0.5294
